draft_year,position,rank,name,school,year_class,height,weight,hometown,birthday,age,jersey,strengths,weaknesses,summary,grade,c_ht,c_wt,c_arm,c_hand,c_wing,c_40,c_20,c_10,c_vj,c_bj,c_ss,c_3c,c_bp,c_notes,pd_ht,pd_wt,pd_arm,pd_hand,pd_wing,pd_40,pd_20,pd_10,pd_vj,pd_bj,pd_ss,pd_3c,pd_bp,pd_notes
2023,LB,7,DORIAN WILLIAMS,Tulane,4SR,6010,228,"Indian Land, S.C. (Indian Land)",6/28/2001,21.83,2,"Rangy athlete with plus speed and length for the position … physical in the run game with the lateral quick to scrape and pursue … accelerates in a flash to string out runs without the ball carrier reaching the corner … doesn’t have a ton of power behind his tackles, but he uses knee-bend and steady form to spring into his strikes … his missed tackle rate decreased each season … drops to his landmarks with ease in zone while also showing the speed to stick with backs and tight ends on wheels … displays a natural feel for timing and closing ability as a blitzer … young for his class … NFL scouts say he has dependable character and is “well-liked” in the locker room … was a core special-teamer in college (759 special team snaps) … led the team in tackles two of the past three seasons.","Lean-framed and lacks desired bulk … needs to see plays unfold quicker to get a head start … long-levered, but his shed skills are inconsistent, and he can be bounced around when stuck in traffic … bad habit of attacking blockers with his shoulder instead of using repeatable hands to punch his way off contact … usually gets his man on the ground, but average tackling strength means the ball carrier will often get an extra yard or two on his way down … moves well in coverage but awareness vs. the pass isn’t on an NFL level just yet … suffered a fractured wrist in the second Senior Bowl practice (February 2023) and required surgery, which limited him the rest of the pre-draft process.","A three-year starter at Tulane, Williams played WILL linebacker in head coach Willie Fritz’s 4-2-5 base scheme and combined for 303 tackles the lpast three seasons. He had a career year as a senior and played a key role in the greatest one-year turnaround in college football history as the Green Wave went from 2- 10 in 2021 to 12-2 in 2022, including a Cotton Bowl win against USC (Williams was the defensive MVP of the game). With his rangy athleticism, Williams is fluid- moving in pursuit and coverage with the tackling skills that fill up the stat sheet. However, he can be caught going with the flow because of inconsistent key-reads, and he doesn’t have the power to be a line-of-scrimmage thumper. Overall, you wish Williams played with better anticipation, but once he sees it, he gets there in a hurry and has the tools desired for a modern-day developmental linebacker. He has the profile of a key special teamer with the talent to eventually compete for NFL starting reps.",3rd-4th Round,6010,228,33 3/4,10 1/4,80 3/4,4.49,2.59,1.52,33 1/2,10’9”,-,-,-,"no shuttle, 3-cone, bench – left wrist",6006,227,-,-,-,-,-,-,35,-,-,-,-,vertical and position drills only – wrist
2023,LB,8,DEMARVION OVERSHOWN,Texas,5SR,6025,229,"Arp, Texas (Arp)",8/13/2000,22.71,0,"Plays with the explosive range of a former safety to make plays at either sideline … can really run and looks like he was shot out of a cannon when he pulls the trigger in pursuit … mirrors with ease laterally to find run lanes … his downhill speed as a blitzer is a tough ask for any offensive lineman in space … flexible movements to avoid and slip blocks … fierce tackler, and doesn’t hold back at contact … seeks out the de-cleating hit, but also judicial about dishing out his play violence … can run with backs or tight ends in coverage … has the speed and mentality to be a core special teamer … logged 472 special teams snaps in his career, including a career-high 147 snaps as a senior (five tackles) … finished his career with 30.5 tackles for loss … experienced at multiple positions.","Slightly undersized with lean muscle tone … plays physically, but his take-on skills are immature … too easily neutralized and taken for a ride by climbing blockers … has to see it and process it before attacking … pursuit is often stuck in overdrive and struggles to break down in space vs. shifty ball carriers, leading to missed tackles … strike zone is wildly inconsistent, frequently attacking high and falling off his target … plays fast but not always loose … disappointing coverage anticipation on tape … missed time over the years with minor injuries, including a knee injury (August 2018), back issue (September 2019), shoulder injury (March 2021), concussion (October 2021) and left toe injury (November 2021) … issued a citation for possession of marijuana (December 2021).","A three-year starter at Texas, Overshown played the SAM linebacker position in defensive coordinator Pete Kwiatkowski’s 4-3 base scheme. After moving from defensive back to linebacker under Chris Ash in 2020, he learned a new scheme under Kwiatkowski in 2021 and expanded his role as more of an edge presence in 2022. Overshown has the frame of a lean, oversized safety and creates plays with his sideline-to-sideline range and attacking mentality. A see-ball, get-ball type of player, he diagnoses well and keeps his eyes locked on the ball carrier, but not the climbing blocker ahead of him and will struggle to sift through traffic. Overall, Overshown must continue developing his strength and awareness within the flow of the play, but he has above-average speed to be an energetic run-and-hit pursuit player with upside in coverage. He projects as core NFL special teamer and subpackage rush/drop linebacker.",3rd-4th Round,6025,229,32 1/4,9 1/2,78 1/8,4.56,2.62,1.55,-,10’4”,-,-,15,"no vertical, shuttle, 3-cone – rt hamstring",6026,231,32 1/4,9 3/8,78 1/8,-,-,-,36 1/2,10’6”,4.47,7.17,-,stood on Combine runs and bench
2023,LB,9,IVAN PACE JR.,Cincinnati,4SR,5104,231,"Cincinnati, Ohio (Colerain)",12/16/2000,22.36,0,"Energetic, violent on-field demeanor … impressive play strength for his size, especially in his lower body, and can squat a house (thick thighs, balled-up calves) … terrific box instincts and understands angles … has the blitzing quickness to cross the face of blockers or force holds (led all FBS off-ball linebackers with 55 pressures in 2022) … uses his natural leverage and contact balance to slither around blocks (no surprise he was a wrestling champion in high school) … tackles like a rattlesnake, playing low and striking in a blink … mean-spirited through the whistle and doesn’t know how to go half-speed … consistently productive at two different programs … has decent experience on kick and punt return coverages … only the fourth player in Cincinnati history with double-digit sacks in a season and first since Connor Barwin in 2008.","Undersized and lacks the length that NFL teams desire in a downhill player … struggles to shake free from blockers once engaged/engulfed inside the tackle box … can be sealed off if he doesn’t stay ahead of the play … his animated play style will lead to false steps when he takes the cheese … plays in overdrive, which leads to missed tackles … not overly fluid and will struggle to finish ball carriers that he can’t wrap-and-drive … inconsistent in reverse with match-up concerns as a coverage player … questionable position fit at the next level.","A one-year starter at Cincinnati, Pace was a downhill MIKE linebacker in defensive coordinator Mike Tressel’s 3-3-5 base scheme. A few months removed from having nine players drafted, including Sauce Gardner, Pace became the first player in Cincinnati history to earn unanimous All-American honors and was the only player in college football to register at least 20 tackles for loss, 10 sacks and three forced fumbles in 2022. With his sheriff’s mentality and recognition skills, Pace trusts what he sees and runs around the field like my toddler on a sugar buzz after a weekend at grandma’s house. Although his frenetic play will take him out of plays at times, he is scrappy, strong and competes like a UFC fighter. Overall, Pace is undersized and faces questions about his ability as an every-down player in the NFL, but he is instinctive with the play speed, urgency and contact balance to consistently affect the game with his effort. His exact NFL position fit will be different from scheme to scheme, but it will be important for him to carve out a role on special teams to secure a roster spot.",4th Round,5104,231,30 1/4,9 1/2,72,-,-,-,-,-,-,-,-,no workout – choice,5103,222,30 1/4,9 3/8,72 1/4,4.59,2.66,1.70,35,9’8”,4.40,7.18,22,
2023,LB,10,YASIR ABDULLAH,Louisville,5SR,6005,237,"Miramar, Fla. (Carol City)",4/12/2000,23.04,22,"Explodes out of his stance to stay ahead of blockers … terrific speed and short-area quickness to turn the corner as a pass rusher … quick to flatten and chase down plays … has toned, muscled frame and strikes with power and pad level … displays a natural feel for locating the football … strong, balanced open-field tackler … finds passing lanes at the line of scrimmage to knock down passes … has the athleticism to turn-and-run with pass-catchers down the field (see his interception on the 2022 Pittsburgh tape) … coaches call him the “example of how to work and act” in the program (giving back to the community is an important part of his Muslim faith) … core special-teamer as an underclassman (516 career snaps) … led the team in tackles for loss and sacks each of the last two seasons.","Average length and body type with some tweener traits … relies more on quickness than speed-to-power as a rusher … can get pinballed inside, losing outside leverage and giving up the corner to ball carriers … bigger bodies can engulf him on the edges … his hands and feet work together on some plays, but fall apart on others … arrives hot at times and slides off his man … was primarily a downhill defender in college and wasn’t tasked with developing his awareness in coverage … needs to stay disciplined as a backfield finisher (two roughing the passer penalties on the 2022 Pittsburgh tape).","A four-year starter at Louisville, Abdullah was a stand-up rush linebacker in former defensive coordinator Bryan Brown’s 3-4 base scheme. He posted above-average backfield production with 32.0 tackles for loss and 19.5 sacks over his final 26 games and led the ACC in quarterback pressures (59) in 2022. With his natural pass rush skills and first-step quickness, Abdullah was at his best as a pass rusher on tape and showed savvy when working the edges. But he also looked comfortable when asked to drop, read and then go make open-field finishes. Overall, Abdullah has some tweener traits and will be asked to play more in reverse in CONTENTS [227] the NFL than he was in college, but his read/react athleticism and finishing skills are solid base skills for a linebacker. His ideal role in the NFL is an off-ball linebacker and pass-rush specialist in subpackages.",4th Round,6005,237,32 3/8,9 1/4,79 1/8,4.47,2.60,1.48,36 1/2,10’9”,-,-,-,"no shuttle, 3-cone, bench press – choice",6010,242,33,9 1/8,80 1/8,-,-,-,-,-,4.33,7.00,23,stood on Combine runs and jumps
2023,LB,11,OWEN PAPPOE,Auburn,4SR,6002,225,"Lawrenceville, Ga. (Grayson)",9/29/2000,22.58,0,"Freaky speed/strength athlete with decent arm length (his 4.39 40-yard dash, 1.50 10-yard split and 29 bench press reps were No. 1 among linebackers at the NFL Scouting Combine) … owns the first-step explosion to get where he is going in a hurry … not unusual for him to chase down wide receivers … agile and physical-natured to stack, fill and drop ball carriers in the hole … has the grip strength to finish the tackles that he starts … trusts his reads to get a head start and diagnoses the screen game well … has the change-of-direction skills to react with route runners … fights for body position when the ball is in the air (one of only three SEC defenders to intercept Bryce Young in 2022) … was a mainstay on punt coverage teams … two-time team captain (just the fourth in school history), and teammates speak highly of his focus and attitude (has been in the spotlight since middle school and handled himself with maturity).","Undersized by NFL standards, lacking ideal height, weight or build … inconsistent instincts, taking the cheese and creating wasted steps … doesn’t play with the peripheral vision to anticipate blocks and weave through traffic … flows quickly downhill, but his attack is often too aggressive, closing down one gap and opening another … struggles to recover vs. cutback quickness when he overpursues his angle … missed the Senior Bowl because of a “SLAP” tear in his labrum (January 2023); suffered a left ankle injury (September 2021), which derailed his junior season and required offseason surgery; played through a hip labrum tear as a sophomore in high school and required offseason surgery (January 2017).","A four-year starter at Auburn, Pappoe played MIKE linebacker in former defensive coordinator Jeff Schmedding’s 4-2-5 base scheme. Considered a youth phenom with double-digit scholarship offers before he reached high school, Pappoe put together a solid career on The Plains and returned from an injury-plagued junior season to lead the team in tackles as a senior (his 7.6 tackles per game in 2022 ranked No. 8 in the SEC). With his strength, speed and range, Pappoe has freaky physical traits that the NFL covets. He is an explosive tackler and creates violent collisions at contact (ask Penn State quarterback Sean Clifford), but he is an inconsistent run fitter and spends too much time attached to blocks. Overall, Pappoe lacks a great feel for navigating through traffic as an inside backer and doesn’t have playmaking instincts in coverage, but there is a place in the NFL for his twitched-up athleticism and explosive power. He should be a core special teamer as a rookie while he competes for defensive snaps.",4th-5th Round,6002,225,31 3/4,9 1/8,78,4.39,2.52,1.50,35 1/2,10’6”,-,-,29,no shuttle or 3-cone – choice,6002,224,31 3/4,9 1/4,79 1/2,-,-,-,-,-,-,-,-,position drills only – choice
2023,LB,12,NOAH SEWELL,Oregon,3JR,6014,246,"Malaeimi, American Samoa (Orem)",4/26/2001,22.00,1,"Stout, powerfully-built athlete … meets blockers with firm, strong hands and knocks back tight ends at contact … patient run fits and his eyes play beyond the blocker … displays open-field control as a tackler … explodes into ball carriers to create immediate stopping power … head-to-toe strength to finish fingertip tackles … functional range between the tackles … moves with enough lateral quicks to mirror and flatten down the line … earned his degree in delayed A-gap blitzes in college … does his job as a low-hole cover defender … allows the eyes of the quarterback to lead him to passing lanes … NFL scouts have zero questions about his competitive nature or toughness as he often played through minor injuries (didn’t miss a game due to injury in college).","Average speed by NFL standards and lacks sideline-to-sideline range … doesn’t play with suddenness in his reactions … physical hands, but spends too much time hand-fighting and needs to punch off contact more quickly … his eyes get stuck between blocker and ball, making him late to react to both … inconsistent break down vs. elusive athletes and can be juked in space … doesn’t have the speed or feel for steady helpings of man coverage … the more ground he has to cover vs. the pass, the more he struggles … not a creative blitzer and he didn’t look as explosive in 2022 compared to his underclassman tape … tackle production was cut in half between his sophomore and junior seasons.","A three-year starter at Oregon, Sewell played MIKE linebacker in head coach Dan Lanning’s 3-4 base scheme. He was physically ready for big-time college football the moment he arrived in Eugene and quickly stepped out of his older brother Penei’s shadow, leading the Ducks in tackles as a freshman and sophomore. However, he lacked the same energy and on-field impact as a junior and wasn’t the team’s leading tackler in any game in 2022 (had six games of 10-plus tackles in 2021 compared to zero in 2022). Sewell is a thick, powerful backer with the point-of-attack strength to fill, stack and strike. However, his reactionary athleticism and play range are mediocre, and he struggles to consistently stay ahead of both run and pass plays. Overall, Sewell doesn’t have the tape of a modern-day playmaker with clear limitations in man coverage, but he thumps downhill with the physicality, pedigree and competitive spirit to make plays between the tackles. He projects as a rookie backup who can become a valuable role player – off-the-ball on early downs and rushing off the edge on passing downs.",4th-5th Round,6014,246,31 5/8,10,76 3/8,4.64,2.68,1.56,33,9’7”,-,-,27,no shuttle or 3-cone – choice,6015,247,31 5/8,9 7/8,77,-,-,-,-,-,4.37,7.28,-,"stood on Combine runs, jumps, bench"
2023,LB,13,SIRVOCEA DENNIS,Pittsburgh,4SR,6004,226,"Syracuse, N.Y. (Christian Brothers)",3/9/2000,23.13,7,"Rangy and plays fast … lean, cut body type (seven percent body fat) … makes plays up-and-down the line of scrimmage, never shutting things down … aware player and consistently reads his keys to stay ahead of cut-offs … strong tackling form and strikes low and physical to make misses rare (only four missed tackles in 2022) … undersized but plays with surprising length and large hands to punch himself off contact and make stops in the hole … explosive A-gap blitzer and fast downhill (36.0 tackles for loss over his last 35 games) … does a great job returning his eyes to the quarterback as a zone dropper to find passing lanes … made all of the defensive calls in 2022, and everything went through him … vocal, passionate leader on and off the field with the type of personality that draws in his teammates … 400 career special teams snaps.","Smaller-framed athlete and lacks desired height/weight for the position … if his hands aren’t on time, can be eaten up, and struggles to unwind from blockers … occasionally sucked up by play-action and lost in the crowd … can be bounced by running back blocks … strong tackler but not explosive through contact,a allowing the ball carrier to pick up an extra yard or two … room to improve his spatial relationships and anticipation in man coverage … missed the Senior Bowl game because of an ankle injury (February 2023).","A three-year starter at Pittsburgh, Dennis originally played the “Money” position before moving to “MIKE” linebacker in head coach Pat Narduzzi’s 4-3 base scheme. He led the team in tackles each of the past two seasons and developed into the captain of the defense with dependable personal and football character. With his agility and play recognition, Dennis has the range to cover every inch of the field vs. the run and in zone coverage (can get better in man-to-man). Though he is a strong form tackler, he lacks knock-back striking power, and he can be too easily overpowered and engulfed in the tackle box when his take-on timing isn’t precise. Overall, Dennis lacks desired size for every-down duties in the NFL, but he is fast-flowing with the eyes and tackling skills that lead to NFL production. He should be an immediate special teamer who can carve out a role on defense.",5th Round,6004,226,32 7/8,10 5/8,78 7/8,-,-,-,-,-,-,-,19,bench press only – choice,6003,227,33,10 1/2,78 1/2,4.63,2.66,1.66,41 1/2,10’5”,4.36,-,-,no 3-cone – choice
2023,LB,14,ANFERNEE ORJI,Vanderbilt,4SR,6010,230,"Rockwall, Texas (Rockwall)",10/6/2000,22.56,0,Fills out his uniform well with his V-shaped back and muscle definition … chases the football all over the field with smooth range/redirect … explosive in his lower body (his 38.5-inch vertical was No. 1 among linebackers at the NFL Scouting Combine) with the lateral quicks to avoid and work around blocks at the line of scrimmage … plays strong and balanced through contact to keep his pursuit alive … uses his large hands to be a physical wrap-and-throw down tackler … explosive pass/run blitzer through the A-gaps … plays hard all the time with overflowing adrenaline … accountable leader and was voted a senior captain in 2022 … was a regular on punt coverages all four seasons (447 career special teams snaps) … durable and didn’t miss a game the past three seasons … outstanding production and combined for 200 total tackles over his final two seasons in college.,"Fills with a head of steam but late to trigger and sort at times … strength doesn’t always match his intentions … inconsistent ability to leverage gaps and looks like a folding chair when linemen reach him … tight-hipped when working off contact and doesn’t consistently use his length … needs to better anticipate pullers to work over the top vs. counters and avoid being cut off by tight ends … must become a more reliable open-field tackler (accounted for multiple missed tackles in seven of 12 games in 2022) … too reactive in coverage and lacks the fluidity to be a reliable man-coverage player (when he was targeted in coverage, 90.3 percent of the passes resulted in a completion in 2022).","A three-year starter at Vanderbilt, Orji was an inside/outside linebacker in defensive coordinator Nick Howell’s multiple scheme. Recruited as a safety, he moved to linebacker full-time in 2020 and led the Commodores in tackles each of the past three seasons (33 consecutive starts), finishing No. 1 in the SEC in tackles per game (9.0) in 2022. With his active play personality, Orji trusts his run fits and does a great job scraping, mirroring and finishing in gaps at or near the line of scrimmage. He shows some awareness in coverage (including in East-West Shrine practices), but struggles to make plays because of below-average body control in his CONTENTS [230] drops. Overall, Orji is a high-effort pursuit player with short-area quickness and thump as a tackler, but he is often a half-second late working through the action, and his coverage limitations likely restrict his NFL role. He has the makings of a two-down defender and special-teamer at the next level.",5th Round,6010,230,32,10 1/4,78 1/8,4.53,2.57,1.51,38 1/2,10’2”,4.43,7.00,-,no bench press – choice,6012,231,32 5/8,10 1/4,79,-,-,-,-,-,-,-,-,no bench press – choice
2023,LB,15,CAM JONES,Indiana,5SR,6012,226,"Memphis, Tenn. (St. Benedict)",10/21/1999,23.52,4,"Determined run defender … above-average backfield vision with the read/react to halt ball carriers in the hole … low, violent striker and explodes through his target as a tackler … unmatched fight mid-tackle to finish his prey … shows pouncing patience, which helps limit in-the-box missed tackles … displays the sorting quickness to avoid blocks and rally to the football … intense competitor and flips a switch on the field, pushing himself to play through injuries … vocal leader and knows how to motivate his teammates in-game (head coach Tom Allen: “I have so much respect for him as a person, as a player.”) … played on kick and punt coverages all five seasons … was on pace for 130 tackles as a senior prior to his season-ending injury.","Average size profile (height/weight/length) will be more pronounced at the next level … has ordinary take-on strength and can be physically moved once blockers engulf him … flies to the ball on the outside, but often late to gear down and collect himself to square targets … will get sucked up with play-fakes and run-pass options … aggressive mentality leaves him out of position in coverage, biting on pumps and abandoning the middle-of-the-field … alert in zone coverage, but not as comfortable in man-to-man … some body stiffness shows the farther from the line of scrimmage he gets … suffered a left foot injury (October 2022) that sidelined him for the final seven games of his senior year; fought through a sprained ankle as a sophomore (August 2019).","A three-year starter at Indiana, Jones played WILL linebacker (“Stinger”) in former defensive coordinator Charlton Warren’s 4-2-5 base scheme. Recruited as a wide receiver and safety, he moved to linebacker (for the first time in his life) in 2019 and was having a career year in 2022 before his season-ending foot injury (led the Big Ten with 10.8 tackles per game through five games). If linebackers were drafted solely based on their competitive grit, football character and tackling violence, Jones would be picked much higher (he remained on the sideline as an extra coach during his 2022 injury and was just the third three-time team captain in school history). Though he shows promise in zone coverage, his man-cover abilities will need to catch up quickly vs. NFL skill players. Overall, Jones’ take-on and shed skills require further maintenance, but his instincts and short-area quicks lead him to the football, where he looks to create violent collisions as a tackler. He is a ready-made special teamer with the talent to inch his way up the linebacker depth chart.",5th-6th Round,6012,226,31 1/4,9 1/2,77 1/8,4.69,2.69,1.55,33,-,-,-,17,"no broad jump, shuttle, 3-cone – choice",6012,227,31 1/2,9 3/4,77 1/4,4.60,2.65,1.63,-,-,4.40,7.30,-,no broad jump – choice
2023,LB,16,DEE WINTERS,TCU,4SR,5110,227,"Brenham, Texas (Burton)",10/17/2000,22.53,13,Above-average play speed and testing speed … unlocks his hips for fast angles working downhill to make plays at or behind the line of scrimmage (led team in tackles for loss in 2022) … flies around the field and never shuts it down early … chases runners down before they can turn the corner … quick with his ball reaction to play the cutback angles … hits with stopping power and toughness as a tackler … active play style boosts his chance as a blitzer … was a regular on punt return and punt coverage … voted a senior captain and started every game the last three seasons.,"Undersized frame and lacks ideal arm length … can be late to sort through traffic, leaving him sealed/walled-off … prematurely attacks blocks and takes himself out of the play … late to feel climbing blockers, and struggles to get free once engaged … appears tight when trying to redirect in open space with below- average lower body explosion (his 30.5-inch vertical was the lowest among linebackers at the Combine) … bigger backs can take him for a ride when his tackling technique isn’t perfect … doesn’t consistently bring his feet or lower body as a tackler … undeveloped coverage anticipation and the ball is more likely to find him than the other way around.","A three-year starter at TCU, Winters played SAM linebacker in defensive coordinator Joe Gillespie’s 3-3-5 scheme, playing primarily to the field side. After three seasons in Gary Patterson’s two-linebacker defense, he produced some of his best tape as a senior, including a career-best performance in the College Football Playoff semifinals against Michigan. With his active play speed, Winters is a terrific run blitzer with his timing, bend and burst. Though he beelines to the football, he has an inconsistent batting average as a run defender and is too reactive in coverage. Overall, Winters will run himself out of plays and can be engulfed in tight quarters, but he is in perpetual chase mode and covers a lot of green. He is a run-and-hit linebacker prospect with special-teams abilities.",5th-6th Round,5110,227,31 5/8,8 5/8,75,4.49,2.59,1.54,30 1/2,9’9”,-,-,-,"no shuttle, 3-cone or bench – choice",5112,230,31 3/4,9,74 3/4,-,-,-,31 1/2,9’8”,4.46,-,20,no 3-cone – choice
2023,LB,17,ISAIAH MOORE,NC State,6SR,6022,233,"Chester, Va. (L.C. Bird)",10/6/1999,23.56,1,"Smashmouth run defender and navigates traffic near the line of scrimmage … uses proper hand timing for violent stack-and-shed action … his backfield production reflects his quick read-and-trigger skills (see 2022 Maryland tape — he left it all on the field in his final game) … correctly diagnoses play-action and misdirection … understands leverage and rarely overruns his gap … comes to balance and drives through his target as a tackler … mental mistakes are rare on his film (zero penalties in 2022) … three-time team captain with outstanding intangibles … his coaches rave about his work and preparation habits … passionate about the game, and coaching is in his future (served as a part-time coach at Cardinal Gibbons High School while at NC State) … has played a lot of football with 55 career starts. CONTENTS [232]","Squatty body type with only average length and hand size … plays fast, but not a naturally explosive mover … can be bumped from his pursuit path by blockers … questionable cover range and playmaking potential vs. the pass, especially in man-to-man … his average fluidity will be more noticeable when going up against NFL speed … suspended from the program in August 2017 following a sexual assault allegation (no charges were pressed, and he was reinstated in June 2018 following a Title IX investigation) … suffered a torn ACL in his left knee (October 2021), which required season-ending surgery and forced him to return for his sixth season at NC State … inexperienced on kick coverage teams.","A five-year starter at NC State, Moore was the MIKE linebacker in defensive coordinator Tony Gibson’s scheme. He earned a starting role as a redshirt freshman and consistently filled the stat sheet each season while providing the leadership that was the glue of the defense. With his shed skills and feel for blocking angles, Moore aggressively covers ground when scraping/sifting and finds his way to the ball carrier. A three-time team captain, he checks all the intangible boxes with his play toughness and passion and will get bumped up by NFL teams that prioritize football character at the position. Overall, Moore doesn’t have an ideal athletic profile for coverage duties, but he is an assignment-sound run defender thanks to his play recognition and take-on/tackling skills. He projects as a rookie backup in the mold of Anthony Walker.",5th-6th Round,6022,233,31 3/4,9 1/8,76,-,-,-,-,-,-,-,26,bench press only – left groin,6022,232,31 5/8,9 1/8,77,4.68,2.69,1.69,30,9’10”,4.57,7.14,-,stood on Combine bench press
2023,LB,18,ISAIAH LAND,Florida A&M,5SR,6034,236,"Buffalo, N.Y. (Grayson)",2/5/2000,23.23,31,"Long, moldable frame with the growth potential to continue adding bulk (lacked the resources to develop his body) … his first step and closing burst are both above average … moves with natural bend and flexible joints to work around blockers … agile in his redirect to read-and-react with ball carriers … has become more and more comfortable firing his hands into engagement … utilizes his length to lock out and leverage his body vs. heavier blockers … shows savvy as a pass rusher with a variety of moves (rip, chop, ghost) in his bag … highly productive, especially in the backfield … set the school record for single-game sacks (five), and his 19.0 sacks in 2021 were one behind the school record.",Will need time to continue filling out and adapting to his new body … needs to strengthen his anchor and lower body … can be uprooted from his spot in the run game … it will be tougher for him to fight through NFL offensive linemen … his hand timing and placement need continued refinement because he struggles to respond once blockers latch on … needs to play more controlled in pursuit and stay square to ball carriers … falls off too many targets because of his excitable motor … needs to continue and flush out his counter measures once his first rush move is stalled … suffered a knee sprain and missed two games as a senior (October 2022) … almost all of his production came vs. FCS competition.,"A two-year starter at Florida A&M, Land played the “FANG” edge rusher position in defensive coordinator Ryan Smith’s scheme, lining up primarily in a three-point stance. After the 2020 season was cancelled because of COVID, he put his name on the NFL radar in 2021 as the FCS leader in both sacks and tackles for loss (37 of his 66 tackles the past two seasons came in the backfield). With such meager football experience, Land is understandably raw in areas, but he shows natural pass rush instincts thanks to his play quickness and athletic movements. Unable to play against North Carolina in the 2022 season opener (ineligible due to issues within the program’s compliance department), he never faced Power 5 competition in college and also faces a position switch for some schemes (Senior Bowl practices were the first time he played off-ball linebacker). Overall, Land needs to continue strengthening his body to become stouter for NFL front-seven play, but he has the athletic traits to hold up in space and the rush skills to chase the quarterback on sub-downs. He is a high-end developmental prospect with “buy low” stock that has boom potential for a team willing to invest.",6th Round,6034,236,32 1/2,9 1/4,77 1/2,4.62,2.67,1.59,34 1/2,10’6”,4.56,7.20,21,,6035,235,32 1/4,9 3/8,78 1/2,-,-,-,-,-,4.43,-,-,short shuttle and position drills only
2023,LB,19,JEREMY BANKS,Tennessee,5SR,6006,232,"Cordova, Tenn. (Cordova)",9/23/1999,23.59,33,"Strapping body type and competes with a banger’s mentality … terrific chase down speed … accelerates without restricting and has outstanding play range downhill or to the edges … his read-and-flow helps him constantly be around the football … enjoys the physicality needed for the position … scrapes with stiff, leveraged hands to work off blockers … drives his legs at contact to get the ball carrier moving in reverse … has the athleticism to turn and match speed on wheel routes … aggressively baits and jumps underneath targets … coaches praise the “energy” that he shows whenever on the field … has the mentality and speed for special teams duties.","Average agility shows in space … wild tendencies as a tackler leads to missed opportunities and poor angles … guilty of reacting before reading, digging himself a hole from the get-go … responsible for 10 penalties the past two seasons, including multiple offsides and facemask flags … doesn’t have the fluidity or burst to make up for false moves, especially in coverage vs. backs or tight ends … past immaturity is a bright red flag and was dismissed from the football team (October 2019) after multiple incidents … was accused of harassing and threatening a female student (August 2019), according to a report by TMZ Sports … was pulled over for making an illegal U-turn (September 2019), and police discovered he had a warrant out for his arrest for failure to appear (for driving with a suspended license); during the incident, Banks made disparaging comments to the police officers that were caught on video. Banks later apologized for his “language and attitude.” … was “unavailable” for the South Carolina game (November 2022).","A two-year starter at Tennessee, Banks played the WILL linebacker role in defensive coordinator Tim Banks’ 4-2-5 base scheme. Recruited as a running back, his time in Knoxville was far from smooth, but in between the several immature moments (on and off the field) came flashes of quality linebacker play. With his thirst for contact, Banks runs with speedy determination and arrives at the football with violent intentions. However, his aggressive playstyle often backfires and leads to missed keys, tackles or steps that are tough to overcome. Overall, Banks leaves too much production on the field, and the character interviews will be crucial to his draft grade, but he maneuvers well in the front seven to be a downhill force player. His tools should translate well to special teams.",6th-7th Round,6006,232,32,9 1/2,77 1/4,4.53,2.63,1.57,37 1/2,10’7”,4.38,7.27,25,,6006,234,31 5/8,9 1/4,78 1/2,-,-,-,-,-,-,-,-,position drills only
